"Image ID","Visual Predictionfilepath","BC Input (Turbo)filepath","BH Input (Viridis)filepath","IoU","F1","Accuracy","TP","TN","FP","FN","Model Name"
"qc_75_71","media/images/db12c135b0132f4ccb02.png","media/images/3d747b220ed17b92d9b5.png","media/images/9070db76c835b5044079.png","0","0","0.07296752929676366","0","4782","60754","0","ConvNeXt Satellite"
"qc_34_137","media/images/3261c177439c5b08a97c.png","media/images/4fc2a10ddcc882f50378.png","media/images/8f06579853ac945a2503.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_63_147","media/images/8f7e5cabc708cd273256.png","media/images/1a1fab604fe2bdc359ae.png","media/images/7fdbcff0241b307cefd7.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_67_130","media/images/e0dc97cf98f176cb1f53.png","media/images/1c6a1254e395b2be549c.png","media/images/69fdce915c0603fe3667.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_95_18","media/images/40e28d048079ccae18fb.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_83_28","media/images/36df68dff1f1955acae9.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_88_58","media/images/f00b26519c5a8775a6de.png","media/images/cd7f82cbd31291a3b4ba.png","media/images/fc6ab91203b3d2332207.png","0.6324520355623948","0.7748490999543776","0.7602996826160273","27031","22796","4044","11665","ConvNeXt Satellite"
"qc_108_23","media/images/58a1b3ebe5a0c2f65777.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_51_40","media/images/d99bae272a2c3367ec7e.png","media/images/952334dfba1e966eea26.png","media/images/25b35f362ea717f8c0e4.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_112_54","media/images/6b7848715c7fc7606f18.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_59_43","media/images/b7b42c8b2b128a2e523a.png","media/images/3380715cc22b99fd0ca1.png","media/images/81fed2544430a8cdb807.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_62_59","media/images/29733a286c6f5d3e064b.png","media/images/9cb67a3ba17bae408a45.png","media/images/8cfbf3040fd63760ed6b.png","0","0","0.9953918457016061","0","65234","0","302","ConvNeXt Satellite"
"qc_105_60","media/images/d66b3649b41d12032301.png","media/images/94ed2dd545a84dc8e198.png","media/images/0cafb3e55fbe97b12a43.png","0","0","0.962738037107906","0","63094","2442","0","ConvNeXt Satellite"
"qc_93_14","media/images/4b9648b32cf3deae0fb3.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_105_22","media/images/0f60244bd6e3e5da3928.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_80_61","media/images/6576139d49db46dcdc33.png","media/images/0af546719e48823da7bf.png","media/images/b20c2db9fe418a98c64a.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
"qc_37_41","media/images/8b31c03dd1a14657cbf8.png","media/images/7ce321bfac514838c8dc.png","media/images/f74f3494873cf4c51754.png","0","0","0.9644470214829034","0","63206","2330","0","ConvNeXt Satellite"
"qc_90_27","media/images/7e9692ee4d265d496084.png","media/images/9ab708a4effdbf875b50.png","media/images/0b8ebda459e297fb5ba8.png","0","0","0.9999999999984741","0","65536","0","0","ConvNeXt Satellite"
